"ZollPosition_Nr";"ZollPosition_Bezeichnung";"VK-Auftrag";"VK";"VK-Position";"KundeName";"Warenempfänger";"A_Adresse";"A_Hausnummer";"Land";"Postleitzahl";"Ort";"EORI_Nr";"Geplanter_Liefertermin";"Geplantes_WE_ Datum";"Gewicht_Einzel";"Gewicht_Total";"Betrag";"MengeTotal";"Währung";"MwSt";"Tour";"VersandLager";"Lagerplatz";"LagerBestand";"Eingelagert";"PA_Status";"ArtikelNr";"ArtikelBezeichnung";"ProduktlinieID";"ProduktlinieBezeichnung";"Projekt";"ProjektArtikel";"Warenempfänger_String"
"7009.9190";"Glasspiegel";"300012744";"300012744-11";11;"Richter + Frenzel Kerpen-Türnich";"H00000966";"Heisenbergstrasse";"40";"DE";"50169";"Kerpen- Türnich";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;40.00;40.00;587.10;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127445940800 0001";"Spiegelschrank MyStyle 1350mm";"59";"MyStyle / cubito";"300012744";"5940800 0001";"Richter + Frenzel Gmbh + Co. KG, Heisenbergstrasse 40, DE-50169 Kerpen- Türnich"
"9403.6000";"Holzmöbel";"300012745";"300012745-10";10;"Richter + Frenzel Aschheim-Dornach";"H00000337";"K. Hammerschmidt-Str.";"51";"DE";"85609";"Aschheim-Dornach";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;12.00;12.00;225.52;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127455920100 0001";"Unterschrank MyStyle 410 mm";"59";"MyStyle / cubito";"300012745";"5920100 0001";"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach"
"9403.6000";"Holzmöbel";"300012746";"300012746-10";10;"Richter + Frenzel Landshut-Ergoldin";"H00000342";"Industriestr.";"18 a";"DE";"84030";"Landshut-Ergolding";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;24.00;24.00;385.60;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127465925400 0001";"Unterschrank MyStyle 590 mm";"59";"MyStyle / cubito";"300012746";"5925400 0001";"Richter + Frenzel Landshut-Ergoldin, Industriestr. 18 a, DE-84030 Landshut-Ergolding"
"9403.6000";"Holzmöbel";"300012747";"300012747-10";10;"Richter + Frenzel Landshut-Ergoldin";"H00000342";"Industriestr.";"18 a";"DE";"84030";"Landshut-Ergolding";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;12.00;12.00;225.52;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127475925100 0001";"Unterschrank MyStyle 410 mm";"59";"MyStyle / cubito";"300012747";"5925100 0001";"Richter + Frenzel Landshut-Ergoldin, Industriestr. 18 a, DE-84030 Landshut-Ergolding"
"9403.6000";"Holzmöbel";"300012748";"300012748-10";10;"Richter + Frenzel Mainz";"H00000370";"Hechtsheimer Strasse";"2";"DE";"55131";"Mainz";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;28.00;28.00;339.46;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127485925500 0001";"Unterschrank MyStyle 790 mm";"59";"MyStyle / cubito";"300012748";"5925500 0001";"Richter + Frenzel GmbH + Co.KG, Hechtsheimer Strasse 2, DE-55131 Mainz"
"9403.6000";"Holzmöbel";"300012749";"300012749-10";10;"Richter + Frenzel Erfurt-Kerspleben";"H00000364";"Fichtenweg";"2";"DE";"99198";"Kerspleben";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;26.00;26.00;336.16;1.00;"Euro";19;"R&F";"200";"WE        ";1.00;1;9;"3000127495930100 0001";"Seitenschrank MyStyle 410mm";"59";"MyStyle / cubito";"300012749";"5930100 0001";"Richter + Frenzel GmbH + Co.KG, Fichtenweg 2, DE-99198 Kerspleben"
"9403.6000";"Holzmöbel";"300012750";"300012750-10";10;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;30.00;30.00;306.97;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127505931101 0001";"Seitenschrank MyStyle 410mm";"59";"MyStyle / cubito";"300012750";"5931101 0001";"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg"
"9403.6000";"Holzmöbel";"300012752";"300012752-10";10;"Richter + Frenzel Augsburg";"H00000347";"Stauffenbergstr.";"5-9";"DE";"86161";"Augsburg";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;26.00;26.00;350.76;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127525920400 0001";"Unterschrank MyStyle 590 mm";"59";"MyStyle / cubito";"300012752";"5920400 0001";"Richter + Frenzel GmbH + CO. KG, Stauffenbergstr. 5-9, DE-86161 Augsburg"
"9403.6000";"Holzmöbel";"300012753";"300012753-10";10;"Richter + Frenzel Kempten";"H00000357";"Bleicherstr.";"36";"DE";"87437";"Kempten";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;23.00;23.00;341.34;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127535920300 0001";"Unterschrank MyStyle 540 mm";"59";"MyStyle / cubito";"300012753";"5920300 0001";"Richter + Frenzel GmbH + Co.KG, Bleicherstr. 36, DE-87437 Kempten"
"9403.6000";"Holzmöbel";"300012754";"300012754-10";10;"Richter + Frenzel Kempten";"H00000357";"Bleicherstr.";"36";"DE";"87437";"Kempten";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;26.00;26.00;350.76;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127545920400 0001";"Unterschrank MyStyle 590 mm";"59";"MyStyle / cubito";"300012754";"5920400 0001";"Richter + Frenzel GmbH + Co.KG, Bleicherstr. 36, DE-87437 Kempten"
"7009.9190";"Glasspiegel";"300012757";"300012757-10";10;"Richter + Frenzel Passau";"H00000351";"Emil-Richter-Str.";"1";"DE";"94036";"Passau";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;19.00;19.00;351.70;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127575940301 0001";"Spiegelschrank MyStyle 600 mm";"59";"MyStyle / cubito";"300012757";"5940301 0001";"Richter + Frenzel GmbH + Co.KG, Emil-Richter-Str. 1, DE-94036 Passau"
"9403.6000";"Holzmöbel";"300012758";"300012758-10";10;"Richter + Frenzel Regensburg-Obertr";"H00000350";"Ernst-Frenzel-Str.";"4";"DE";"93083";"Obertraubling";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;28.00;28.00;339.46;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127585925500 0001";"Unterschrank MyStyle 790 mm";"59";"MyStyle / cubito";"300012758";"5925500 0001";"Richter + Frenzel GmbH + Co.KG, Ernst-Frenzel-Str. 4, DE-93083 Obertraubling"
"9403.6000";"Holzmöbel";"300012758";"300012758-11";11;"Richter + Frenzel Regensburg-Obertr";"H00000350";"Ernst-Frenzel-Str.";"4";"DE";"93083";"Obertraubling";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;26.00;26.00;265.54;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127585930100 0001";"Seitenschrank MyStyle 410mm";"59";"MyStyle / cubito";"300012758";"5930100 0001";"Richter + Frenzel GmbH + Co.KG, Ernst-Frenzel-Str. 4, DE-93083 Obertraubling"
"9403.6000";"Holzmöbel";"300012760";"300012760-10";10;"Richter + Frenzel Kolbermoor";"H00000343";"Carl-Jordan-Str.";"10";"DE";"83059";"Kolbermoor";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;31.00;31.00;382.30;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127605920500 0001";"Unterschrank MyStyle 790 mm";"59";"MyStyle / cubito";"300012760";"5920500 0001";"Richter + Frenzel GmbH + CO. KG, Carl-Jordan-Str. 10, DE-83059 Kolbermoor"
"9403.6000";"Holzmöbel";"300012761";"300012761-10";10;"Richter + Frenzel Kolbermoor";"H00000343";"Carl-Jordan-Str.";"10";"DE";"83059";"Kolbermoor";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;31.00;31.00;382.30;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127615920500 0001";"Unterschrank MyStyle 790 mm";"59";"MyStyle / cubito";"300012761";"5920500 0001";"Richter + Frenzel GmbH + CO. KG, Carl-Jordan-Str. 10, DE-83059 Kolbermoor"
"9403.6000";"Holzmöbel";"300012762";"300012762-10";10;"Richter + Frenzel Landshut-Ergoldin";"H00000342";"Industriestr.";"18 a";"DE";"84030";"Landshut-Ergolding";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;54.00;54.00;834.75;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127625920600 0001";"Unterschrank MyStyle 1240mm";"59";"MyStyle / cubito";"300012762";"5920600 0001";"Richter + Frenzel Landshut-Ergoldin, Industriestr. 18 a, DE-84030 Landshut-Ergolding"
"9403.6000";"Holzmöbel";"300012762";"300012762-11";11;"Richter + Frenzel Landshut-Ergoldin";"H00000342";"Industriestr.";"18 a";"DE";"84030";"Landshut-Ergolding";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;26.00;52.00;672.32;2.00;"Euro";19;"R&F";"200";"WE        ";1.00;1;7;"3000127625930100 0001";"Seitenschrank MyStyle 410mm";"59";"MyStyle / cubito";"300012762";"5930100 0001";"Richter + Frenzel Landshut-Ergoldin, Industriestr. 18 a, DE-84030 Landshut-Ergolding"
"7009.9190";"Glasspiegel";"300012762";"300012762-12";12;"Richter + Frenzel Landshut-Ergoldin";"H00000342";"Industriestr.";"18 a";"DE";"84030";"Landshut-Ergolding";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;40.00;40.00;660.55;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127625940800 0001";"Spiegelschrank MyStyle 1350mm";"59";"MyStyle / cubito";"300012762";"5940800 0001";"Richter + Frenzel Landshut-Ergoldin, Industriestr. 18 a, DE-84030 Landshut-Ergolding"
"9403.6000";"Holzmöbel";"300012763";"300012763-10";10;"Richter + Frenzel Landshut-Ergoldin";"H00000342";"Industriestr.";"18 a";"DE";"84030";"Landshut-Ergolding";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;12.00;12.00;225.52;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127635925100 0001";"Unterschrank MyStyle 410 mm";"59";"MyStyle / cubito";"300012763";"5925100 0001";"Richter + Frenzel Landshut-Ergoldin, Industriestr. 18 a, DE-84030 Landshut-Ergolding"
"9403.6000";"Holzmöbel";"300012764";"300012764-10";10;"Richter + Frenzel Landshut-Ergoldin";"H00000342";"Industriestr.";"18 a";"DE";"84030";"Landshut-Ergolding";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;12.00;12.00;234.94;1.00;"Euro";19;"R&F";"200";;;1;0;"SP00101825925100 0001";"Unterschrank MyStyle 410 mm";"59";"MyStyle / cubito";"SP0010182";"5925100 0001";"Richter + Frenzel Landshut-Ergoldin, Industriestr. 18 a, DE-84030 Landshut-Ergolding"
"9403.6000";"Holzmöbel";"300012765";"300012765-10";10;"Richter + Frenzel Kolbermoor";"H00001845";"Gewerbegebiet Lindach D3";"";"DE";"84489";"Burghausen";;18.10.2011 00:00:00;18.10.2011 00:00:00;54.00;54.00;361.82;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127655920600 0001";"Unterschrank MyStyle 1240mm";"59";"MyStyle / cubito";"300012765";"5920600 0001";"Richter+Frenzel GmbH+Co.KG, Gewerbegebiet Lindach D3 , DE-84489 Burghausen"
"7009.9190";"Glasspiegel";"300012765";"300012765-11";11;"Richter + Frenzel Kolbermoor";"H00001845";"Gewerbegebiet Lindach D3";"";"DE";"84489";"Burghausen";;18.10.2011 00:00:00;18.10.2011 00:00:00;40.00;40.00;293.55;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127655940800 0001";"Spiegelschrank MyStyle 1350mm";"59";"MyStyle / cubito";"300012765";"5940800 0001";"Richter+Frenzel GmbH+Co.KG, Gewerbegebiet Lindach D3 , DE-84489 Burghausen"
"9403.6000";"Holzmöbel";"300012767";"300012767-10";10;"Richter + Frenzel Kempten";"H00000357";"Bleicherstr.";"36";"DE";"87437";"Kempten";"DE-4949692               ";13.10.2011 00:00:00;13.10.2011 00:00:00;60.00;60.00;56.50;1.00;"Euro";19;"R&F";"200";;;1;0;"SP00101787723500 0001";"Unterbau neo.2 1200mm";"77";"neo.2";"SP0010178";"7723500 0001";"Richter + Frenzel GmbH + Co.KG, Bleicherstr. 36, DE-87437 Kempten"
"9403.9090";"Möbelteile aus Holz";"300012768";"300012768-10";10;"Richter + Frenzel Augsburg";"H00000347";"Stauffenbergstr.";"5-9";"DE";"86161";"Augsburg";"DE-4949692               ";13.10.2011 00:00:00;13.10.2011 00:00:00;12.00;12.00;216.57;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127686010000 0001";"Waschtischplatte KH 1200mm";"60";"Nara";"300012768";"6010000 0001";"Richter + Frenzel GmbH + CO. KG, Stauffenbergstr. 5-9, DE-86161 Augsburg"
"9403.9090";"Möbelteile aus Holz";"300012768";"300012768-11";11;"Richter + Frenzel Augsburg";"H00000347";"Stauffenbergstr.";"5-9";"DE";"86161";"Augsburg";"DE-4949692               ";13.10.2011 00:00:00;13.10.2011 00:00:00;3.00;3.00;32.96;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127686088000 0001";"Konsole";"90";"Neutrale Artikel";"300012768";"6088000 0001";"Richter + Frenzel GmbH + CO. KG, Stauffenbergstr. 5-9, DE-86161 Augsburg"
"9403.6000";"Holzmöbel";"300012768";"300012768-12";12;"Richter + Frenzel Augsburg";"H00000347";"Stauffenbergstr.";"5-9";"DE";"86161";"Augsburg";"DE-4949692               ";13.10.2011 00:00:00;13.10.2011 00:00:00;23.00;23.00;536.26;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127686022200 0001";"Unterschrank Nara 750 mm";"60";"Nara";"300012768";"6022200 0001";"Richter + Frenzel GmbH + CO. KG, Stauffenbergstr. 5-9, DE-86161 Augsburg"
"9403.6000";"Holzmöbel";"300012769";"300012769-10";10;"Richter + Frenzel Leipzig-Radefeld";"H00000917";"Töpfermarkt";"9";"DE";"99189";"Hassleben";;11.10.2011 00:00:00;11.10.2011 00:00:00;24.00;24.00;0.00;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127695925400 0001";"Unterschrank MyStyle 590 mm";"59";"MyStyle / cubito";"300012769";"5925400 0001";"Berthold Mario, Töpfermarkt 9, DE-99189 Hassleben"
"9403.9090";"Möbelteile aus Holz";"300012770";"300012770-10";10;"Richter + Frenzel Würzburg";"H00000917";"Töpfermarkt";"9";"DE";"99189";"Hassleben";;13.10.2011 00:00:00;13.10.2011 00:00:00;30.00;30.00;0.00;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127707701500 0001";"ABF Quarzstein neo.2 1200mm";"77";"neo.2";"300012770";"7701500 0001";"Berthold Mario, Töpfermarkt 9, DE-99189 Hassleben"
"7324.9021";"Sanitärartikel";"300012771";"300012771-10";10;"Richter + Frenzel Regensburg-Obertr";"H00000353";"Max-Planck-Str.";"1";"DE";"92412";"Schwandorf";;05.10.2011 00:00:00;10.10.2011 00:00:00;0.00;0.00;0.00;2.00;"Euro";19;"R&F";"200";;;1;0;"003821";"Griffleiste Vero, 680mm";"998";"Einkaufsteile/Ersatzteile";"         ";"003821      ";"Richter + Frenzel GmbH + Co.KG, Max-Planck-Str. 1, DE-92412 Schwandorf"
"7324.9021";"Sanitärartikel";"300012771";"300012771-20";20;"Richter + Frenzel Regensburg-Obertr";"H00000353";"Max-Planck-Str.";"1";"DE";"92412";"Schwandorf";;05.10.2011 00:00:00;10.10.2011 00:00:00;0.00;0.00;0.00;4.00;"Euro";19;"R&F";"200";;;1;0;"003827";"Sockel für Griff Vero";"998";"Einkaufsteile/Ersatzteile";"         ";"003827      ";"Richter + Frenzel GmbH + Co.KG, Max-Planck-Str. 1, DE-92412 Schwandorf"
"9403.6000";"Holzmöbel";"300012773";"300012773-10";10;"Richter + Frenzel Passau";"I00002615";"Carl-von-Linde-Strasse";"4b";"DE";"85748";"Garching - Hochbrück";;06.10.2011 00:00:00;06.10.2011 00:00:00;47.00;47.00;0.00;1.00;"Euro";19;"R&F";"200";"WE        ";1.00;1;9;"3000127737732501 0001";"Seitenschrank neo.2 450 mm";"77";"neo.2";"300012773";"7732501 0001";"Bagar Werbung & Design, Carl-von-Linde-Strasse 4b, DE-85748 Garching - Hochbrück"
"9403.6000";"Holzmöbel";"300012774";"300012774-10";10;"Richter + Frenzel Leipzig-Radefeld";"H00000358";"Milanstr.";"3";"DE";"04435";"Schkeuditz";"DE-4949692               ";14.10.2011 00:00:00;14.10.2011 00:00:00;35.50;35.50;540.96;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127748420400 0001";"Unterbau MyStar 960 mm";"84";"MyStar";"300012774";"8420400 0001";"Richter + Frenzel GmbH + Co. KG, Milanstr. 3, DE-04435 Schkeuditz"
"9403.6000";"Holzmöbel";"300012776";"300012776-10";10;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;21.00;21.00;305.56;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127765925300 0001";"Unterschrank MyStyle 540 mm";"59";"MyStyle / cubito";"300012776";"5925300 0001";"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg"
"7009.9190";"Glasspiegel";"300012776";"300012776-11";11;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;19.00;19.00;351.70;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127765940402 0001";"Spiegelschrank MyStyle 600 mm";"59";"MyStyle / cubito";"300012776";"5940402 0001";"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg"
"7009.9190";"Glasspiegel";"300012777";"300012777-10";10;"Richter + Frenzel Landshut-Ergoldin";"H00000342";"Industriestr.";"18 a";"DE";"84030";"Landshut-Ergolding";"DE-4949692               ";13.10.2011 00:00:00;13.10.2011 00:00:00;37.00;37.00;598.87;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127777743102 0001";"Spiegelschrank neo.2 1200mm";"77";"neo.2";"300012777";"7743102 0001";"Richter + Frenzel Landshut-Ergoldin, Industriestr. 18 a, DE-84030 Landshut-Ergolding"
"9403.6000";"Holzmöbel";"300012778";"300012778-10";10;"Richter + Frenzel Landshut-Ergoldin";"H00000342";"Industriestr.";"18 a";"DE";"84030";"Landshut-Ergolding";"DE-4949692               ";20.10.2011 00:00:00;20.10.2011 00:00:00;9999.00;9999.00;663.19;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127788310200 0001";"Unterbau Palace 1200";"83";"Palace";"300012778";"8310200 0001";"Richter + Frenzel Landshut-Ergoldin, Industriestr. 18 a, DE-84030 Landshut-Ergolding"
"9403.6000";"Holzmöbel";"300012778";"300012778-11";11;"Richter + Frenzel Landshut-Ergoldin";"H00000342";"Industriestr.";"18 a";"DE";"84030";"Landshut-Ergolding";"DE-4949692               ";20.10.2011 00:00:00;20.10.2011 00:00:00;9999.00;9999.00;615.09;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127788331101 0001";"Hochschrank Palace 350";"83";"Palace";"300012778";"8331101 0001";"Richter + Frenzel Landshut-Ergoldin, Industriestr. 18 a, DE-84030 Landshut-Ergolding"
"7009.9190";"Glasspiegel";"300012779";"300012779-11";11;"Richter + Frenzel Aschaffenburg";"H00000360";"Benzstrasse";"1";"DE";"63741";"Aschaffenburg";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;24.00;24.00;477.87;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127795940600 0001";"Spiegelschrank MyStyle 750 mm";"59";"MyStyle / cubito";"300012779";"5940600 0001";"Richter + Frenzel GmbH + Co.KG, Benzstrasse 1, DE-63741 Aschaffenburg"
"9403.6000";"Holzmöbel";"300012779";"300012779-20";20;"Richter + Frenzel Aschaffenburg";"H00000360";"Benzstrasse";"1";"DE";"63741";"Aschaffenburg";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;26.00;26.00;433.15;1.00;"Euro";19;"R&F";"200";;;1;5;"SP00101875920400 0001";"Unterschrank MyStyle 590 mm";"59";"MyStyle / cubito";"SP0010187";"5920400 0001";"Richter + Frenzel GmbH + Co.KG, Benzstrasse 1, DE-63741 Aschaffenburg"
"9403.6000";"Holzmöbel";"300012780";"300012780-10";10;"Richter + Frenzel Ingolstadt";"H00000348";"Eriagstr.";"11";"DE";"85053";"Ingolstadt";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;21.00;21.00;305.56;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127805925300 0001";"Unterschrank MyStyle 540 mm";"59";"MyStyle / cubito";"300012780";"5925300 0001";"Richter + Frenzel GmbH + CO. KG, Eriagstr. 11, DE-85053 Ingolstadt"
"9403.6000";"Holzmöbel";"300012781";"300012781-10";10;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;23.00;23.00;341.34;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127815920300 0001";"Unterschrank MyStyle 540 mm";"59";"MyStyle / cubito";"300012781";"5920300 0001";"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg"
"9403.6000";"Holzmöbel";"300012782";"300012782-10";10;"Richter + Frenzel Kassel";"H00000356";"Gobietstr.";"5";"DE";"34123";"Kassel";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;31.00;31.00;382.30;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127825920500 0001";"Unterschrank MyStyle 790 mm";"59";"MyStyle / cubito";"300012782";"5920500 0001";"Richter + Frenzel GmbH + Co.KG, Gobietstr. 5, DE-34123 Kassel"
"9403.6000";"Holzmöbel";"300012782";"300012782-11";11;"Richter + Frenzel Kassel";"H00000356";"Gobietstr.";"5";"DE";"34123";"Kassel";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;30.00;30.00;306.97;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127825931202 0001";"Seitenschrank MyStyle 410mm";"59";"MyStyle / cubito";"300012782";"5931202 0001";"Richter + Frenzel GmbH + Co.KG, Gobietstr. 5, DE-34123 Kassel"
"9403.6000";"Holzmöbel";"300012783";"300012783-10";10;"Richter + Frenzel Aschheim-Dornach";"H00000337";"K. Hammerschmidt-Str.";"51";"DE";"85609";"Aschheim-Dornach";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;20.00;20.00;295.67;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127835925200 0001";"Unterschrank MyStyle 490 mm";"59";"MyStyle / cubito";"300012783";"5925200 0001";"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach"
"9403.6000";"Holzmöbel";"300012783";"300012783-11";11;"Richter + Frenzel Aschheim-Dornach";"H00000337";"K. Hammerschmidt-Str.";"51";"DE";"85609";"Aschheim-Dornach";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;26.00;26.00;265.54;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127835930100 0001";"Seitenschrank MyStyle 410mm";"59";"MyStyle / cubito";"300012783";"5930100 0001";"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach"
"7009.9190";"Glasspiegel";"300012783";"300012783-12";12;"Richter + Frenzel Aschheim-Dornach";"H00000337";"K. Hammerschmidt-Str.";"51";"DE";"85609";"Aschheim-Dornach";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;24.00;24.00;414.79;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127835940600 0001";"Spiegelschrank MyStyle 750 mm";"59";"MyStyle / cubito";"300012783";"5940600 0001";"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach"
"7009.9190";"Glasspiegel";"300012785";"300012785-10";10;"Richter + Frenzel Aschheim-Dornach";"H00000337";"K. Hammerschmidt-Str.";"51";"DE";"85609";"Aschheim-Dornach";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;40.00;40.00;660.55;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127855940800 0001";"Spiegelschrank MyStyle 1350mm";"59";"MyStyle / cubito";"300012785";"5940800 0001";"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach"
"9403.6000";"Holzmöbel";"300012786";"300012786-10";10;"Richter + Frenzel Landshut-Ergoldin";"H00000342";"Industriestr.";"18 a";"DE";"84030";"Landshut-Ergolding";"DE-4949692               ";14.10.2011 00:00:00;14.10.2011 00:00:00;21.50;21.50;347.46;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127868420300 0001";"Unterbau MyStar 620 mm";"84";"MyStar";"300012786";"8420300 0001";"Richter + Frenzel Landshut-Ergoldin, Industriestr. 18 a, DE-84030 Landshut-Ergolding"
"9403.6000";"Holzmöbel";"300012787";"300012787-10";10;"Richter + Frenzel Passau";"H00000351";"Emil-Richter-Str.";"1";"DE";"94036";"Passau";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;21.00;21.00;305.56;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127875925300 0001";"Unterschrank MyStyle 540 mm";"59";"MyStyle / cubito";"300012787";"5925300 0001";"Richter + Frenzel GmbH + Co.KG, Emil-Richter-Str. 1, DE-94036 Passau"
"9403.6000";"Holzmöbel";"300012788";"300012788-10";10;"Richter + Frenzel Herten";"H00000989";"Carl Bosch Str.";"1-5";"DE";"45699";"Herten";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;22.00;22.00;331.45;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127885920200 0001";"Unterschrank MyStyle 490 mm";"59";"MyStyle / cubito";"300012788";"5920200 0001";"Richter + Frenzel  Gmbh + Co.KG, Carl Bosch Str. 1-5, DE-45699 Herten"
"9403.6000";"Holzmöbel";"300012789";"300012789-10";10;"Richter + Frenzel Herten";"H00000989";"Carl Bosch Str.";"1-5";"DE";"45699";"Herten";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;31.00;31.00;382.30;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127895920500 0001";"Unterschrank MyStyle 790 mm";"59";"MyStyle / cubito";"300012789";"5920500 0001";"Richter + Frenzel  Gmbh + Co.KG, Carl Bosch Str. 1-5, DE-45699 Herten"
"7009.9190";"Glasspiegel";"300012789";"300012789-11";11;"Richter + Frenzel Herten";"H00000989";"Carl Bosch Str.";"1-5";"DE";"45699";"Herten";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;30.00;30.00;596.99;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127895941500 0001";"Spiegelschrank MyStyle 900 mm";"59";"MyStyle / cubito";"300012789";"5941500 0001";"Richter + Frenzel  Gmbh + Co.KG, Carl Bosch Str. 1-5, DE-45699 Herten"
