"ZollPosition_Nr";"ZollPosition_Bezeichnung";"VK-Auftrag";"VK";"VK-Position";"KundeName";"Warenempfänger";"A_Adresse";"A_Hausnummer";"Land";"Postleitzahl";"Ort";"EORI_Nr";"Geplanter_Liefertermin";"Geplantes_WE_ Datum";"Gewicht_Einzel";"Gewicht_Total";"Betrag";"MengeTotal";"Währung";"MwSt";"Tour";"VersandLager";"Lagerplatz";"LagerBestand";"Eingelagert";"PA_Status";"ArtikelNr";"ArtikelBezeichnung";"ProduktlinieID";"ProduktlinieBezeichnung";"Projekt";"ProjektArtikel";"Warenempfänger_String"
"9403.6000";"Holzmöbel";"300012790";"300012790-10";10;"Richter + Frenzel Aschaffenburg";"H00000360";"Benzstrasse";"1";"DE";"63741";"Aschaffenburg";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;30.00;30.00;306.97;1.00;"Euro";19;"R&F";"200";"WE        ";1.00;1;9;"3000127905931101 0001";"Seitenschrank MyStyle 410mm";"59";"MyStyle / cubito";"300012790";"5931101 0001";"Richter + Frenzel GmbH + Co.KG, Benzstrasse 1, DE-63741 Aschaffenburg"
"9403.6000";"Holzmöbel";"300012791";"300012791-10";10;"Richter + Frenzel Erfurt-Kerspleben";"H00000364";"Fichtenweg";"2";"DE";"99198";"Kerspleben";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;22.00;22.00;331.45;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127915920200 0001";"Unterschrank MyStyle 490 mm";"59";"MyStyle / cubito";"300012791";"5920200 0001";"Richter + Frenzel GmbH + Co.KG, Fichtenweg 2, DE-99198 Kerspleben"
"9403.6000";"Holzmöbel";"300012791";"300012791-11";11;"Richter + Frenzel Erfurt-Kerspleben";"H00000364";"Fichtenweg";"2";"DE";"99198";"Kerspleben";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;23.00;23.00;341.34;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127915920300 0001";"Unterschrank MyStyle 540 mm";"59";"MyStyle / cubito";"300012791";"5920300 0001";"Richter + Frenzel GmbH + Co.KG, Fichtenweg 2, DE-99198 Kerspleben"
"9403.6000";"Holzmöbel";"300012792";"300012792-10";10;"Richter + Frenzel Landshut-Ergoldin";"H00000342";"Industriestr.";"18 a";"DE";"84030";"Landshut-Ergolding";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;12.00;12.00;225.52;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127925925100 0001";"Unterschrank MyStyle 410 mm";"59";"MyStyle / cubito";"300012792";"5925100 0001";"Richter + Frenzel Landshut-Ergoldin, Industriestr. 18 a, DE-84030 Landshut-Ergolding"
"9403.6000";"Holzmöbel";"300012792";"300012792-11";11;"Richter + Frenzel Landshut-Ergoldin";"H00000342";"Industriestr.";"18 a";"DE";"84030";"Landshut-Ergolding";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;26.00;26.00;265.54;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127925930100 0001";"Seitenschrank MyStyle 410mm";"59";"MyStyle / cubito";"300012792";"5930100 0001";"Richter + Frenzel Landshut-Ergoldin, Industriestr. 18 a, DE-84030 Landshut-Ergolding"
"9403.6000";"Holzmöbel";"300012793";"300012793-10";10;"Richter + Frenzel Bamberg";"H00000323";"Kronacherstrasse";"100";"DE";"96052";"Bamberg";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;23.00;23.00;408.19;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127935920300 0001";"Unterschrank MyStyle 540 mm";"59";"MyStyle / cubito";"300012793";"5920300 0001";"Richter + Frenzel GmbH + CO. KG, Kronacherstrasse 100, DE-96052 Bamberg"
"7009.9190";"Glasspiegel";"300012794";"300012794-10";10;"Richter + Frenzel Aschheim-Dornach";"H00000337";"K. Hammerschmidt-Str.";"51";"DE";"85609";"Aschheim-Dornach";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;40.00;40.00;587.10;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127945940800 0001";"Spiegelschrank MyStyle 1350mm";"59";"MyStyle / cubito";"300012794";"5940800 0001";"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach"
"6910.9000";"Waschbecken Keramik";"300012796";"300012796-10";10;"Richter + Frenzel Nürnberg";"I00002615";"Carl-von-Linde-Strasse";"4b";"DE";"85748";"Garching - Hochbrück";;06.10.2011 00:00:00;06.10.2011 00:00:00;30.00;30.00;0.00;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127967708500 0001";"77 Glaswaschtisch 120mm";"77";"neo.2";"300012796";"7708500 0001";"Bagar Werbung & Design, Carl-von-Linde-Strasse 4b, DE-85748 Garching - Hochbrück"
"9403.6000";"Holzmöbel";"300012799";"300012799-10";10;"Richter + Frenzel Augsburg";"H00000347";"Stauffenbergstr.";"5-9";"DE";"86161";"Augsburg";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;12.00;12.00;269.30;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127995920100 0001";"Unterschrank MyStyle 410 mm";"59";"MyStyle / cubito";"300012799";"5920100 0001";"Richter + Frenzel GmbH + CO. KG, Stauffenbergstr. 5-9, DE-86161 Augsburg"
"9403.6000";"Holzmöbel";"300012800";"300012800-10";10;"Richter + Frenzel Reinsdorf-Zwickau";"H00000359";"August-Horch-Str.";"22";"DE";"08141";"Reinsdorf b. Zwickau";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;28.00;28.00;414.79;1.00;"Euro";19;"R&F";"200";;;1;5;"3000128005925500 0001";"Unterschrank MyStyle 790 mm";"59";"MyStyle / cubito";"300012800";"5925500 0001";"Richter + Frenzel GmbH + Co.KG, August-Horch-Str. 22, DE-08141 Reinsdorf b. Zwickau"
"9403.6000";"Holzmöbel";"300012800";"300012800-11";11;"Richter + Frenzel Reinsdorf-Zwickau";"H00000359";"August-Horch-Str.";"22";"DE";"08141";"Reinsdorf b. Zwickau";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;21.00;21.00;305.56;1.00;"Euro";19;"R&F";"200";;;1;5;"3000128005925300 0001";"Unterschrank MyStyle 540 mm";"59";"MyStyle / cubito";"300012800";"5925300 0001";"Richter + Frenzel GmbH + Co.KG, August-Horch-Str. 22, DE-08141 Reinsdorf b. Zwickau"
"9403.6000";"Holzmöbel";"300012800";"300012800-12";12;"Richter + Frenzel Reinsdorf-Zwickau";"H00000359";"August-Horch-Str.";"22";"DE";"08141";"Reinsdorf b. Zwickau";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;30.00;30.00;379.95;1.00;"Euro";19;"R&F";"200";;;1;5;"3000128005931101 0001";"Seitenschrank MyStyle 410mm";"59";"MyStyle / cubito";"300012800";"5931101 0001";"Richter + Frenzel GmbH + Co.KG, August-Horch-Str. 22, DE-08141 Reinsdorf b. Zwickau"
"9403.9090";"Möbelteile aus Holz";"300012801";"300012801-10";10;"Richter + Frenzel Bamberg";"H00000323";"Kronacherstrasse";"100";"DE";"96052";"Bamberg";"DE-4949692               ";20.10.2011 00:00:00;20.10.2011 00:00:00;10.00;10.00;146.89;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128017704400 0001";"ABF Kunstharz neo.2 1200mm";"77";"neo.2";"300012801";"7704400 0001";"Richter + Frenzel GmbH + CO. KG, Kronacherstrasse 100, DE-96052 Bamberg"
"9403.6000";"Holzmöbel";"300012801";"300012801-11";11;"Richter + Frenzel Bamberg";"H00000323";"Kronacherstrasse";"100";"DE";"96052";"Bamberg";"DE-4949692               ";20.10.2011 00:00:00;20.10.2011 00:00:00;21.00;21.00;314.50;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128017724400 0001";"Unterbau neo.2 1200mm";"77";"neo.2";"300012801";"7724400 0001";"Richter + Frenzel GmbH + CO. KG, Kronacherstrasse 100, DE-96052 Bamberg"
"9403.6000";"Holzmöbel";"300012802";"300012802-10";10;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;54.00;54.00;723.64;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128025920600 0001";"Unterschrank MyStyle 1240mm";"59";"MyStyle / cubito";"300012802";"5920600 0001";"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg"
"9403.6000";"Holzmöbel";"300012802";"300012802-11";11;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;12.00;12.00;225.52;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128025920100 0001";"Unterschrank MyStyle 410 mm";"59";"MyStyle / cubito";"300012802";"5920100 0001";"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg"
"9403.6000";"Holzmöbel";"300012802";"300012802-12";12;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;26.00;26.00;265.54;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128025930100 0001";"Seitenschrank MyStyle 410mm";"59";"MyStyle / cubito";"300012802";"5930100 0001";"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg"
"7009.9190";"Glasspiegel";"300012802";"300012802-13";13;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;37.00;37.00;501.89;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128025940900 0001";"Spiegelschrank MyStyle 1200mm";"59";"MyStyle / cubito";"300012802";"5940900 0001";"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg"
"9403.6000";"Holzmöbel";"300012803";"300012803-10";10;"Richter + Frenzel Bamberg";"H00000323";"Kronacherstrasse";"100";"DE";"96052";"Bamberg";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;23.00;23.00;341.34;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128035920300 0001";"Unterschrank MyStyle 540 mm";"59";"MyStyle / cubito";"300012803";"5920300 0001";"Richter + Frenzel GmbH + CO. KG, Kronacherstrasse 100, DE-96052 Bamberg"
"7009.9190";"Glasspiegel";"300012804";"300012804-10";10;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;24.00;24.00;414.79;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128045940600 0001";"Spiegelschrank MyStyle 750 mm";"59";"MyStyle / cubito";"300012804";"5940600 0001";"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg"
"9403.6000";"Holzmöbel";"300012805";"300012805-10";10;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;54.00;54.00;723.64;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128055920600 0001";"Unterschrank MyStyle 1240mm";"59";"MyStyle / cubito";"300012805";"5920600 0001";"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg"
"7009.9190";"Glasspiegel";"300012805";"300012805-11";11;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;40.00;40.00;587.10;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128055940800 0001";"Spiegelschrank MyStyle 1350mm";"59";"MyStyle / cubito";"300012805";"5940800 0001";"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg"
"9403.6000";"Holzmöbel";"300012806";"300012806-10";10;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;23.00;23.00;341.34;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128065920300 0001";"Unterschrank MyStyle 540 mm";"59";"MyStyle / cubito";"300012806";"5920300 0001";"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg"
"9403.6000";"Holzmöbel";"300012806";"300012806-11";11;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;26.00;26.00;265.54;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128065930100 0001";"Seitenschrank MyStyle 410mm";"59";"MyStyle / cubito";"300012806";"5930100 0001";"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg"
"9403.6000";"Holzmöbel";"300012807";"300012807-10";10;"Richter + Frenzel Aschheim-Dornach";"H00000337";"K. Hammerschmidt-Str.";"51";"DE";"85609";"Aschheim-Dornach";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;54.00;54.00;834.75;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128075920600 0001";"Unterschrank MyStyle 1240mm";"59";"MyStyle / cubito";"300012807";"5920600 0001";"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach"
"9403.6000";"Holzmöbel";"300012808";"300012808-10";10;"Richter + Frenzel Kerpen-Türnich";"H00000966";"Heisenbergstrasse";"40";"DE";"50169";"Kerpen- Türnich";"DE-4949692               ";21.10.2011 00:00:00;21.10.2011 00:00:00;21.70;21.70;519.87;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128086522000 0001";"Unterbau Vero 580  mm";"65";"Vero";"300012808";"6522000 0001";"Richter + Frenzel Gmbh + Co. KG, Heisenbergstrasse 40, DE-50169 Kerpen- Türnich"
"9403.6000";"Holzmöbel";"300012808";"300012808-11";11;"Richter + Frenzel Kerpen-Türnich";"H00000966";"Heisenbergstrasse";"40";"DE";"50169";"Kerpen- Türnich";"DE-4949692               ";21.10.2011 00:00:00;21.10.2011 00:00:00;12.70;12.70;309.82;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128086520000 0001";"Unterbau Vero 430  mm";"65";"Vero";"300012808";"6520000 0001";"Richter + Frenzel Gmbh + Co. KG, Heisenbergstrasse 40, DE-50169 Kerpen- Türnich"
"9403.6000";"Holzmöbel";"300012809";"300012809-10";10;"Richter + Frenzel Büttelborn";"H00000363";"Hessenring";"25";"DE";"64572";"Büttelborn";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;31.00;31.00;462.34;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128095920500 0001";"Unterschrank MyStyle 790 mm";"59";"MyStyle / cubito";"300012809";"5920500 0001";"Richter + Frenzel GmbH + Co.KG, Hessenring 25, DE-64572 Büttelborn"
"9403.6000";"Holzmöbel";"300012809";"300012809-11";11;"Richter + Frenzel Büttelborn";"H00000363";"Hessenring";"25";"DE";"64572";"Büttelborn";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;30.00;30.00;379.95;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128095931202 0001";"Seitenschrank MyStyle 410mm";"59";"MyStyle / cubito";"300012809";"5931202 0001";"Richter + Frenzel GmbH + Co.KG, Hessenring 25, DE-64572 Büttelborn"
"7009.9190";"Glasspiegel";"300012809";"300012809-12";12;"Richter + Frenzel Büttelborn";"H00000363";"Hessenring";"25";"DE";"64572";"Büttelborn";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;29.00;29.00;501.89;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128095940500 0001";"Spiegelschrank MyStyle 900 mm";"59";"MyStyle / cubito";"300012809";"5940500 0001";"Richter + Frenzel GmbH + Co.KG, Hessenring 25, DE-64572 Büttelborn"
"9403.6000";"Holzmöbel";"300012810";"300012810-10";10;"Richter + Frenzel Büttelborn";"H00000363";"Hessenring";"25";"DE";"64572";"Büttelborn";"DE-4949692               ";21.10.2011 00:00:00;21.10.2011 00:00:00;19.00;19.00;398.78;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128108420100 0001";"Unterbau MyStar 490 mm";"84";"MyStar";"300012810";"8420100 0001";"Richter + Frenzel GmbH + Co.KG, Hessenring 25, DE-64572 Büttelborn"
"9403.6000";"Holzmöbel";"300012811";"300012811-10";10;"Richter + Frenzel Mainz";"H00000370";"Hechtsheimer Strasse";"2";"DE";"55131";"Mainz";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;26.00;26.00;423.73;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128115920400 0001";"Unterschrank MyStyle 590 mm";"59";"MyStyle / cubito";"300012811";"5920400 0001";"Richter + Frenzel GmbH + Co.KG, Hechtsheimer Strasse 2, DE-55131 Mainz"
"7009.9190";"Glasspiegel";"300012812";"300012812-10";10;"Richter + Frenzel Giessen";"H00000355";"Gottlieb-Daimler-Str.";"8";"DE";"35398";"Giessen";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;20.00;20.00;499.53;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128125941301 0001";"Spiegelschrank MyStyle 600 mm";"59";"MyStyle / cubito";"300012812";"5941301 0001";"Richter + Frenzel GmbH + Co.KG, Gottlieb-Daimler-Str. 8, DE-35398 Giessen"
"9403.9090";"Möbelteile aus Holz";"300012813";"300012813-10";10;"Richter + Frenzel Aschheim-Dornach";"H00001831";"Balanstr.";"73";"DE";"81541";"München";;07.10.2011 00:00:00;12.10.2011 00:00:00;0.00;0.00;0.00;1.00;"Euro";19;"R&F";"200";;;1;0;"501196";"58/59/61/63/68'DS-Tür 597 m.Pr";"999";"Möbeleinzelteile";"         ";"501196      ";"Richter + Frenzel GmbH, Balanstr. 73, DE-81541 München"
"9403.6000";"Holzmöbel";"300012814";"300012814-10";10;"Richter + Frenzel Leipzig-Radefeld";"H00000358";"Milanstr.";"3";"DE";"04435";"Schkeuditz";"DE-4949692               ";14.10.2011 00:00:00;17.10.2011 00:00:00;30.50;30.50;276.37;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128148421400 0001";"Unterbau MyStar 960 mm";"84";"MyStar";"300012814";"8421400 0001";"Richter + Frenzel GmbH + Co. KG, Milanstr. 3, DE-04435 Schkeuditz"
"9403.6000";"Holzmöbel";"300012814";"300012814-11";11;"Richter + Frenzel Leipzig-Radefeld";"H00000358";"Milanstr.";"3";"DE";"04435";"Schkeuditz";"DE-4949692               ";14.10.2011 00:00:00;17.10.2011 00:00:00;26.00;26.00;264.60;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128148430100 0001";"Hochschrank MyStar 350mm";"84";"MyStar";"300012814";"8430100 0001";"Richter + Frenzel GmbH + Co. KG, Milanstr. 3, DE-04435 Schkeuditz"
"7009.9190";"Glasspiegel";"300012814";"300012814-20";20;"Richter + Frenzel Leipzig-Radefeld";"H00000358";"Milanstr.";"3";"DE";"04435";"Schkeuditz";"DE-4949692               ";14.10.2011 00:00:00;17.10.2011 00:00:00;32.00;32.00;475.52;1.00;"Euro";19;"R&F";"200";;;1;5;"3000128145940700 0001";"Spiegelschrank MyStyle 1000mm";"59";"MyStyle / cubito";"300012814";"5940700 0001";"Richter + Frenzel GmbH + Co. KG, Milanstr. 3, DE-04435 Schkeuditz"
"6910.9000";"Waschbecken Keramik";"300012816";"300012816-10";10;"Richter + Frenzel Bamberg";"H00000323";"Kronacherstrasse";"100";"DE";"96052";"Bamberg";"DE-4949692               ";20.10.2011 00:00:00;20.10.2011 00:00:00;23.00;23.00;548.50;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128167708300 0001";"77 Glaswaschtisch 900mm";"77";"neo.2";"300012816";"7708300 0001";"Richter + Frenzel GmbH + CO. KG, Kronacherstrasse 100, DE-96052 Bamberg"
"9403.6000";"Holzmöbel";"300012816";"300012816-11";11;"Richter + Frenzel Bamberg";"H00000323";"Kronacherstrasse";"100";"DE";"96052";"Bamberg";"DE-4949692               ";20.10.2011 00:00:00;20.10.2011 00:00:00;35.00;35.00;498.12;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128167722300 0001";"Unterbau neo.2 900 mm";"77";"neo.2";"300012816";"7722300 0001";"Richter + Frenzel GmbH + CO. KG, Kronacherstrasse 100, DE-96052 Bamberg"
"9403.6000";"Holzmöbel";"300012816";"300012816-12";12;"Richter + Frenzel Bamberg";"H00000323";"Kronacherstrasse";"100";"DE";"96052";"Bamberg";"DE-4949692               ";20.10.2011 00:00:00;20.10.2011 00:00:00;47.00;47.00;435.03;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128167732602 0001";"Seitenschrank neo.2 450 mm";"77";"neo.2";"300012816";"7732602 0001";"Richter + Frenzel GmbH + CO. KG, Kronacherstrasse 100, DE-96052 Bamberg"
"9403.6000";"Holzmöbel";"300012816";"300012816-13";13;"Richter + Frenzel Bamberg";"H00000323";"Kronacherstrasse";"100";"DE";"96052";"Bamberg";"DE-4949692               ";20.10.2011 00:00:00;20.10.2011 00:00:00;36.00;36.00;386.54;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128167730501 0001";"Seitenschrank neo.2 450 mm";"77";"neo.2";"300012816";"7730501 0001";"Richter + Frenzel GmbH + CO. KG, Kronacherstrasse 100, DE-96052 Bamberg"
"7009.9190";"Glasspiegel";"300012816";"300012816-14";14;"Richter + Frenzel Bamberg";"H00000323";"Kronacherstrasse";"100";"DE";"96052";"Bamberg";"DE-4949692               ";20.10.2011 00:00:00;20.10.2011 00:00:00;29.00;29.00;509.42;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128167740700 0001";"Spiegelschrank neo.2 900 mm";"77";"neo.2";"300012816";"7740700 0001";"Richter + Frenzel GmbH + CO. KG, Kronacherstrasse 100, DE-96052 Bamberg"
"9403.6000";"Holzmöbel";"300012817";"300012817-10";10;"Richter + Frenzel Leipzig-Radefeld";"H00000358";"Milanstr.";"3";"DE";"04435";"Schkeuditz";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;12.00;12.00;225.52;1.00;"Euro";19;"R&F";"200";;;1;5;"3000128175920100 0001";"Unterschrank MyStyle 410 mm";"59";"MyStyle / cubito";"300012817";"5920100 0001";"Richter + Frenzel GmbH + Co. KG, Milanstr. 3, DE-04435 Schkeuditz"
"7009.9190";"Glasspiegel";"300012817";"300012817-11";11;"Richter + Frenzel Leipzig-Radefeld";"H00000358";"Milanstr.";"3";"DE";"04435";"Schkeuditz";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;14.00;14.00;305.56;1.00;"Euro";19;"R&F";"200";;;1;5;"3000128175940202 0001";"Spiegelschrank MyStyle 450 mm";"59";"MyStyle / cubito";"300012817";"5940202 0001";"Richter + Frenzel GmbH + Co. KG, Milanstr. 3, DE-04435 Schkeuditz"
"9403.6000";"Holzmöbel";"300012818";"300012818-10";10;"Richter + Frenzel Kolbermoor";"H00000343";"Carl-Jordan-Str.";"10";"DE";"83059";"Kolbermoor";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;28.00;28.00;339.46;1.00;"Euro";19;"R&F";"200";;;1;5;"3000128185925500 0001";"Unterschrank MyStyle 790 mm";"59";"MyStyle / cubito";"300012818";"5925500 0001";"Richter + Frenzel GmbH + CO. KG, Carl-Jordan-Str. 10, DE-83059 Kolbermoor"
"7009.9190";"Glasspiegel";"300012818";"300012818-11";11;"Richter + Frenzel Kolbermoor";"H00000343";"Carl-Jordan-Str.";"10";"DE";"83059";"Kolbermoor";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;29.00;29.00;448.68;1.00;"Euro";19;"R&F";"200";;;1;5;"3000128185940500 0001";"Spiegelschrank MyStyle 900 mm";"59";"MyStyle / cubito";"300012818";"5940500 0001";"Richter + Frenzel GmbH + CO. KG, Carl-Jordan-Str. 10, DE-83059 Kolbermoor"
"9403.6000";"Holzmöbel";"300012819";"300012819-10";10;"Richter + Frenzel Erlangen";"H00000339";"Frauenauracherstr.";"75";"DE";"91056";"Erlangen";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;54.00;54.00;723.64;1.00;"Euro";19;"R&F";"200";;;1;5;"3000128195920600 0001";"Unterschrank MyStyle 1240mm";"59";"MyStyle / cubito";"300012819";"5920600 0001";"Richter + Frenzel GmbH + CO. KG, Frauenauracherstr. 75, DE-91056 Erlangen"
"9403.6000";"Holzmöbel";"300012820";"300012820-10";10;"Richter + Frenzel Würzburg";"H00000236";"Leitenäckerweg";"6";"DE";"97084";"Würzburg";"DE-4949692               ";14.10.2011 00:00:00;14.10.2011 00:00:00;21.50;21.50;347.46;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128208420300 0001";"Unterbau MyStar 620 mm";"84";"MyStar";"300012820";"8420300 0001";"Richter + Frenzel GmbH + Co. KG, Leitenäckerweg 6, DE-97084 Würzburg"
"9403.6000";"Holzmöbel";"300012821";"300012821-10";10;"Richter + Frenzel Würzburg";"H00000236";"Leitenäckerweg";"6";"DE";"97084";"Würzburg";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;26.00;26.00;350.76;1.00;"Euro";19;"R&F";"200";;;1;5;"3000128215920400 0001";"Unterschrank MyStyle 590 mm";"59";"MyStyle / cubito";"300012821";"5920400 0001";"Richter + Frenzel GmbH + Co. KG, Leitenäckerweg 6, DE-97084 Würzburg"
